elapsed_sec;best_cost;iter
196.065;68182.00;0
197.493;67969.00;1
199.146;67969.00;4
200.695;67834.00;6
202.652;67582.00;8
204.376;67582.00;10
206.460;67582.00;12
207.936;67582.00;14
209.273;67582.00;16
211.288;67582.00;19
213.208;67582.00;21
214.501;67582.00;23
216.161;67445.00;25
217.344;67445.00;26
218.463;67445.00;27
219.986;67445.00;30
221.333;67445.00;33
222.973;67445.00;35
224.141;67445.00;36
225.474;67445.00;38
226.763;67445.00;40
227.922;67445.00;41
229.852;67445.00;43
230.925;67445.00;44
232.662;67445.00;46
234.239;67445.00;48
235.311;67445.00;50
236.488;67445.00;52
237.868;67445.00;54
239.411;67445.00;55
240.872;67445.00;57
242.714;67445.00;59
244.134;67445.00;61
245.152;67445.00;62
246.825;67445.00;64
247.944;67445.00;66
249.164;67445.00;68
250.670;67445.00;70
252.095;67239.00;72
253.391;67239.00;75
254.703;67239.00;77
255.806;67239.00;80
257.893;67239.00;82
259.393;67239.00;84
261.177;67239.00;87
262.571;67239.00;89
263.673;67239.00;92
265.273;67239.00;94
266.865;67239.00;96
267.871;67239.00;97
269.104;67239.00;99
270.740;67239.00;101
272.554;67239.00;103
273.592;67239.00;106
275.259;67239.00;108
276.678;67239.00;111
278.560;67239.00;113
280.075;67239.00;115
281.348;67239.00;116
282.970;67239.00;118
284.201;67167.00;120
285.420;67167.00;123
286.696;67167.00;125
288.005;66714.00;127
289.512;66714.00;130
290.515;66714.00;131
291.732;66714.00;134
293.244;66714.00;136
294.908;66714.00;139
296.169;66714.00;142
297.289;66714.00;143
298.584;66714.00;145
299.770;66714.00;146
301.227;66714.00;148
302.675;66714.00;150
303.724;66714.00;151
305.326;66714.00;153
306.654;66714.00;155
307.806;66714.00;157
309.309;66714.00;160
311.045;66714.00;162
312.576;66714.00;164
314.225;66714.00;167
315.899;66714.00;169
317.122;66714.00;171
318.819;66714.00;174
320.235;66714.00;175
321.655;66714.00;177
323.390;66714.00;179
324.881;66714.00;181
326.707;66714.00;183
327.933;66714.00;185
329.816;66714.00;187
331.010;66714.00;188
332.341;66714.00;190
333.395;66714.00;191
335.104;66714.00;193
336.412;66714.00;195
337.904;66714.00;198
339.026;66714.00;200
340.910;66714.00;203
342.870;66714.00;206
344.475;66714.00;208
346.137;66714.00;212
347.272;66714.00;213
348.283;66714.00;215
349.433;66714.00;216
350.757;66714.00;218
352.596;66714.00;220
354.389;66714.00;224
355.538;66714.00;226
357.114;66714.00;228
358.672;66714.00;230
359.857;66714.00;231
361.381;66714.00;233
363.171;66714.00;235
364.490;66714.00;237
365.824;66714.00;239
367.145;66714.00;241
368.873;66714.00;245
370.609;66714.00;247
372.242;66714.00;249
374.201;66714.00;251
375.802;66714.00;253
377.510;66714.00;255
378.535;66714.00;256
380.077;66714.00;258
381.112;66714.00;260
382.466;66714.00;262
384.019;66714.00;264
385.788;66714.00;267
387.026;66714.00;269
388.456;66714.00;271
389.726;66714.00;274
390.882;66714.00;276
392.332;66714.00;278
393.854;66714.00;280
395.561;66714.00;282
396.858;66714.00;284
398.065;66714.00;286
399.796;66629.00;288
401.445;66629.00;290
403.062;66629.00;292
404.074;66629.00;293
405.367;66629.00;295
406.759;66629.00;297
408.141;66629.00;299
410.105;66629.00;301
411.252;66629.00;302
412.765;66629.00;304
414.599;66629.00;306
415.951;66629.00;308
417.018;66629.00;309
418.615;66608.00;311
420.134;66608.00;314
421.565;66608.00;317
422.696;66608.00;318
423.953;66608.00;319
425.549;66608.00;321
426.602;66608.00;322
427.856;66608.00;323
429.113;66608.00;325
430.642;66608.00;327
432.060;66608.00;329
433.808;66608.00;332
435.170;66584.00;334
436.761;66584.00;336
438.365;66584.00;340
439.836;66584.00;343
441.485;66584.00;345
443.455;66584.00;347
444.738;66584.00;349
445.773;66584.00;352
447.185;66584.00;354
448.591;66584.00;356
450.113;66584.00;358
451.367;66584.00;360
452.545;66584.00;362
454.117;66584.00;364
455.416;66584.00;366
457.042;66584.00;368
458.716;66584.00;372
460.055;66584.00;374
461.268;66584.00;378
462.363;66584.00;382
463.678;66584.00;386
465.178;66584.00;389
466.189;66584.00;390
467.259;66584.00;392
468.458;66584.00;394
469.824;66584.00;396
471.131;66575.00;398
472.863;66575.00;401
473.950;66575.00;403
475.179;66575.00;405
476.641;66575.00;408
477.812;66575.00;410
479.749;66575.00;412
481.081;66575.00;414
482.743;66575.00;416
484.000;66575.00;418
485.040;66575.00;419
486.693;66575.00;421
488.039;66575.00;423
489.640;66575.00;425
491.673;66575.00;428
493.371;66575.00;430
494.754;66575.00;432
496.023;66575.00;434
497.265;66575.00;436
498.710;66575.00;438
499.835;66575.00;440
501.196;66575.00;442
502.382;66575.00;444
503.457;66575.00;445
505.084;66575.00;448
506.384;66575.00;451
507.896;66575.00;453
509.540;66575.00;456
510.719;66575.00;458
512.368;66575.00;461
513.438;66575.00;464
515.323;66575.00;466
516.335;66575.00;470
517.768;66575.00;472
519.170;66575.00;474
520.202;66491.00;477
521.381;66491.00;479
522.813;66491.00;481
524.332;66491.00;483
525.875;66491.00;485
526.946;66491.00;487
528.324;66491.00;489
529.605;66491.00;491
530.879;66491.00;494
532.098;66491.00;496
533.652;66491.00;498
534.963;66491.00;501
536.563;66396.00;505
537.857;66396.00;507
539.714;66396.00;509
540.940;66396.00;511
542.080;66396.00;513
543.363;66338.00;516
544.487;66338.00;518
545.631;66216.00;520
546.694;66216.00;523
547.732;66216.00;526
549.236;66216.00;528
550.308;66216.00;530
552.063;66216.00;533
553.995;66216.00;536
555.589;66216.00;538
556.631;66216.00;540
558.087;66216.00;543
559.276;66216.00;545
560.402;66216.00;548
561.650;66216.00;550
562.699;66216.00;552
563.982;66216.00;554
566.149;66216.00;557
567.753;66216.00;559
569.043;66216.00;562
570.074;66216.00;564
571.421;66216.00;567
572.935;66216.00;569
574.099;66216.00;571
575.195;66216.00;573
576.339;66216.00;575
577.737;66216.00;577
578.938;66216.00;580
580.318;66216.00;583
581.618;66216.00;585
582.753;66216.00;587
584.199;66216.00;590
585.245;66216.00;592
586.390;66216.00;594
587.669;66216.00;597
588.916;66216.00;599
590.115;66216.00;601
591.161;66216.00;604
592.337;66216.00;606
593.509;66216.00;608
594.605;66216.00;610
596.273;66216.00;612
597.602;66216.00;615
598.694;66216.00;617
598.694;66216.00;618
