elapsed_sec;best_cost;iter
101.420;67799.00;0
102.773;67799.00;2
103.914;67799.00;5
105.425;67799.00;8
106.756;67799.00;11
107.864;67799.00;13
109.183;67478.00;16
110.454;67478.00;19
111.532;67478.00;23
112.633;67478.00;25
113.755;67478.00;28
115.148;67478.00;32
116.564;67464.00;36
118.021;67334.00;39
119.104;67334.00;42
120.180;67334.00;45
121.189;67334.00;47
122.459;67334.00;50
123.724;67334.00;54
124.972;67334.00;57
126.737;67334.00;60
128.058;67334.00;64
129.188;67334.00;67
130.337;67334.00;69
131.642;67334.00;73
132.869;67289.00;76
134.205;67289.00;79
135.386;67289.00;82
136.408;67289.00;85
137.591;67243.00;90
138.842;67243.00;93
139.990;67069.00;96
141.224;66933.00;100
142.556;66933.00;104
143.720;66933.00;108
145.073;66933.00;112
146.083;66933.00;116
147.169;66933.00;119
148.282;66933.00;122
149.475;66933.00;126
150.854;66933.00;130
152.031;66933.00;133
153.270;66787.00;137
154.525;66787.00;140
155.910;66787.00;143
157.195;66787.00;146
158.483;66787.00;149
159.736;66787.00;153
160.747;66787.00;156
161.782;66787.00;158
162.849;66787.00;161
164.133;66787.00;164
165.454;66787.00;168
166.602;66787.00;171
167.617;66787.00;174
168.624;66787.00;177
169.906;66787.00;181
171.154;66787.00;184
172.418;66787.00;187
173.695;66787.00;190
174.763;66787.00;193
176.002;66787.00;196
177.382;66787.00;200
178.861;66787.00;204
180.258;66787.00;208
181.582;66787.00;211
182.720;66787.00;214
183.749;66787.00;217
184.988;66787.00;220
186.129;66787.00;223
187.343;66787.00;227
188.485;66787.00;230
189.636;66787.00;233
191.030;66787.00;238
192.363;66787.00;241
193.393;66787.00;244
194.442;66589.00;248
195.619;66589.00;252
196.828;66589.00;255
197.843;66589.00;258
198.886;66589.00;262
199.926;66589.00;266
201.118;66589.00;269
202.393;66589.00;273
203.475;66589.00;276
205.065;66589.00;280
206.206;66589.00;283
207.305;66589.00;288
208.322;66589.00;293
209.401;66589.00;296
210.462;66589.00;299
211.873;66589.00;304
212.960;66589.00;307
214.022;66589.00;310
215.322;66589.00;314
216.461;66589.00;317
217.537;66589.00;320
218.582;66589.00;323
219.798;66589.00;327
220.837;66589.00;330
222.227;66572.00;334
223.229;66572.00;337
224.359;66572.00;341
225.951;66572.00;345
227.181;66572.00;349
228.399;66572.00;352
229.443;66572.00;356
230.540;66572.00;361
231.697;66572.00;365
232.935;66572.00;369
234.167;66572.00;373
235.329;66572.00;377
236.348;66572.00;380
237.835;66572.00;385
239.008;66390.00;390
240.262;66390.00;394
241.430;66390.00;397
242.456;66366.00;400
243.696;66366.00;404
244.951;66366.00;408
246.364;66366.00;411
247.391;66366.00;415
248.431;66366.00;417
249.599;66366.00;421
250.951;66366.00;426
251.998;66366.00;430
253.216;66366.00;434
254.255;66366.00;437
255.312;66366.00;441
256.484;66366.00;445
257.490;66366.00;447
258.557;66366.00;450
259.924;66366.00;454
261.008;66366.00;457
262.155;66366.00;461
263.754;66366.00;465
265.008;66366.00;469
266.157;66366.00;472
267.323;66366.00;476
268.700;66366.00;480
269.910;66366.00;484
271.048;66366.00;488
272.073;66366.00;492
273.215;66366.00;496
274.333;66366.00;500
275.550;66366.00;504
276.715;66366.00;509
277.936;66366.00;512
279.191;66366.00;517
280.332;66366.00;521
281.407;66366.00;524
282.592;66366.00;527
283.757;66366.00;531
284.894;66366.00;535
286.200;66366.00;539
287.292;66366.00;544
288.335;66366.00;547
289.337;66217.00;550
290.526;66217.00;555
291.685;66217.00;559
293.207;66217.00;563
294.271;66217.00;567
295.288;66217.00;570
296.531;66217.00;574
297.535;66217.00;577
298.881;66217.00;582
300.239;66141.00;586
301.507;66141.00;590
302.608;66141.00;594
303.770;66141.00;598
304.775;66141.00;602
305.965;66141.00;606
307.294;66141.00;610
308.688;66088.00;615
309.885;66088.00;619
311.129;66088.00;624
312.175;65988.00;628
313.866;65988.00;632
315.100;65988.00;637
316.381;65988.00;642
317.736;65988.00;646
319.092;65988.00;650
320.097;65988.00;653
321.146;65988.00;658
322.151;65988.00;661
323.393;65988.00;666
324.486;65988.00;670
325.551;65988.00;674
326.740;65988.00;678
327.920;65988.00;681
328.965;65988.00;685
330.113;65988.00;690
331.189;65988.00;693
332.394;65988.00;696
333.418;65988.00;699
334.869;65988.00;703
335.973;65988.00;708
337.127;65988.00;712
338.229;65988.00;717
339.300;65988.00;721
340.611;65988.00;725
341.623;65988.00;729
342.795;65988.00;734
343.802;65988.00;737
344.855;65988.00;741
346.007;65988.00;745
347.370;65988.00;751
348.463;65988.00;758
349.476;65832.00;764
350.565;65832.00;767
351.826;65832.00;771
353.101;65832.00;775
354.152;65832.00;778
355.329;65832.00;782
356.760;65832.00;787
357.894;65832.00;791
359.010;65832.00;796
360.163;65832.00;801
361.450;65832.00;805
362.752;65832.00;810
363.779;65832.00;814
364.935;65832.00;818
366.057;65832.00;823
367.089;65832.00;827
368.148;65832.00;831
369.297;65832.00;837
370.342;65832.00;842
371.583;65832.00;846
372.933;65832.00;852
374.107;65832.00;856
375.162;65832.00;861
376.176;65812.00;865
377.215;65812.00;868
378.240;65812.00;871
379.421;65812.00;875
380.563;65812.00;880
381.732;65812.00;885
382.989;65812.00;888
384.009;65812.00;892
385.208;65812.00;897
386.276;65812.00;900
387.319;65812.00;904
388.361;65812.00;907
389.398;65812.00;911
390.546;65812.00;916
391.657;65812.00;920
392.897;65812.00;925
393.936;65812.00;931
395.182;65812.00;936
396.226;65785.00;941
397.466;65785.00;945
398.753;65785.00;949
399.761;65715.00;953
400.913;65715.00;957
402.048;65715.00;962
403.057;65715.00;966
404.195;65715.00;970
405.330;65715.00;976
406.387;65715.00;980
407.450;65715.00;985
408.488;65715.00;989
409.489;65715.00;993
410.656;65715.00;998
411.873;65715.00;1002
412.915;65715.00;1006
414.178;65715.00;1011
415.242;65715.00;1015
416.374;65715.00;1020
417.489;65715.00;1025
418.687;65715.00;1030
419.698;65715.00;1035
420.894;65715.00;1039
422.128;65715.00;1044
423.362;65715.00;1050
424.609;65715.00;1054
425.954;65715.00;1059
427.048;65715.00;1065
428.271;65715.00;1070
429.542;65715.00;1076
430.748;65715.00;1080
431.850;65715.00;1085
433.070;65715.00;1089
434.368;65715.00;1093
435.429;65715.00;1097
436.565;65715.00;1101
437.608;65715.00;1104
438.744;65715.00;1109
440.009;65715.00;1114
441.144;65715.00;1118
442.310;65715.00;1123
443.400;65715.00;1128
444.562;65715.00;1133
445.657;65715.00;1136
446.673;65715.00;1140
447.818;65715.00;1144
448.964;65715.00;1148
450.152;65715.00;1153
451.442;65715.00;1157
452.650;65715.00;1162
453.781;65715.00;1167
454.875;65706.00;1172
456.057;65706.00;1176
457.187;65706.00;1180
458.235;65706.00;1184
459.318;65706.00;1188
460.325;65706.00;1192
461.421;65706.00;1197
462.519;65706.00;1202
463.649;65706.00;1208
464.702;65706.00;1211
465.826;65706.00;1216
466.956;65706.00;1220
468.049;65706.00;1224
469.208;65706.00;1229
470.413;65706.00;1234
471.545;65706.00;1239
472.624;65706.00;1243
473.769;65706.00;1248
474.837;65706.00;1252
475.926;65706.00;1258
477.190;65706.00;1264
478.308;65706.00;1269
479.436;65706.00;1274
480.636;65706.00;1280
481.805;65706.00;1284
482.962;65706.00;1289
483.990;65706.00;1293
485.171;65706.00;1297
486.471;65706.00;1301
487.486;65706.00;1305
488.510;65706.00;1309
489.600;65706.00;1314
490.793;65706.00;1319
492.069;65685.00;1324
493.246;65657.00;1329
494.323;65657.00;1334
495.621;65657.00;1338
496.703;65657.00;1343
497.956;65657.00;1348
499.047;65657.00;1352
500.303;65657.00;1356
501.497;65657.00;1360
502.638;65657.00;1363
503.677;65593.00;1367
504.815;65593.00;1372
506.257;65593.00;1377
507.593;65593.00;1381
508.748;65593.00;1386
509.899;65593.00;1390
510.943;65593.00;1395
512.071;65593.00;1400
513.211;65593.00;1405
514.297;65593.00;1410
515.616;65593.00;1414
516.837;65593.00;1419
517.870;65593.00;1423
518.991;65593.00;1428
520.129;65593.00;1432
521.209;65593.00;1436
522.234;65593.00;1441
523.435;65593.00;1445
524.477;65593.00;1449
525.648;65593.00;1454
526.877;65593.00;1459
527.907;65593.00;1463
528.956;65593.00;1468
530.016;65593.00;1474
531.030;65593.00;1478
532.243;65593.00;1481
533.309;65593.00;1486
534.505;65593.00;1491
535.692;65593.00;1496
536.822;65546.00;1501
537.869;65546.00;1506
539.013;65546.00;1510
540.037;65546.00;1514
541.108;65546.00;1518
542.346;65546.00;1523
543.496;65530.00;1527
544.608;65530.00;1532
545.747;65530.00;1537
546.846;65530.00;1542
547.876;65530.00;1546
548.896;65530.00;1551
549.901;65525.00;1555
550.918;65525.00;1559
551.929;65525.00;1563
553.082;65525.00;1568
554.483;65467.00;1575
555.682;65467.00;1580
556.834;65467.00;1584
557.867;65467.00;1588
559.020;65467.00;1593
560.139;65467.00;1596
561.211;65467.00;1600
562.428;65467.00;1604
563.564;65467.00;1609
564.708;65467.00;1613
565.849;65467.00;1619
566.883;65467.00;1622
568.160;65467.00;1627
569.233;65467.00;1632
570.413;65467.00;1637
571.423;65467.00;1640
572.423;65467.00;1645
573.663;65467.00;1651
574.720;65467.00;1655
575.869;65467.00;1660
577.014;65467.00;1664
578.165;65467.00;1669
579.374;65467.00;1674
580.421;65467.00;1677
581.495;65467.00;1682
582.653;65467.00;1688
583.681;65467.00;1692
584.912;65467.00;1697
586.143;65467.00;1702
587.211;65467.00;1705
588.229;65467.00;1709
589.297;65467.00;1715
