elapsed_sec;best_cost;iter
154.749;2375926.00;0
157.324;2374607.00;0
159.663;2374607.00;1
162.252;2374607.00;2
164.684;2374195.00;3
167.201;2373547.00;4
169.513;2373547.00;5
171.816;2372689.00;6
174.370;2372689.00;7
176.702;2372689.00;8
179.227;2372689.00;9
181.652;2372483.00;10
184.124;2372483.00;11
186.501;2372483.00;12
189.023;2372483.00;13
191.535;2372376.00;14
194.076;2371560.00;15
196.448;2371560.00;16
198.896;2371560.00;17
201.431;2371560.00;18
203.782;2371560.00;19
206.662;2371096.00;20
209.223;2371096.00;21
211.600;2371096.00;22
214.022;2371096.00;23
216.576;2371096.00;24
219.083;2370884.00;25
221.515;2370884.00;26
223.733;2370263.00;27
226.227;2370263.00;28
228.597;2370263.00;29
230.926;2370263.00;30
233.167;2370263.00;31
235.651;2370263.00;32
238.070;2370263.00;33
240.519;2369533.00;34
243.026;2368772.00;35
245.388;2368772.00;36
247.681;2368772.00;37
250.111;2368772.00;38
252.622;2368772.00;39
254.925;2368772.00;40
257.283;2368362.00;41
259.645;2368362.00;42
262.162;2367487.00;43
264.652;2367487.00;44
266.907;2367487.00;45
269.139;2367487.00;46
271.536;2367487.00;47
273.947;2367487.00;48
276.371;2367487.00;49
278.553;2367487.00;50
280.962;2367487.00;51
283.289;2367487.00;52
285.759;2367487.00;53
288.310;2367487.00;54
291.010;2367487.00;55
293.340;2366648.00;56
295.605;2366648.00;57
297.914;2366648.00;58
300.324;2366648.00;59
302.664;2366648.00;60
304.910;2366648.00;61
307.588;2366648.00;62
309.981;2366648.00;63
312.533;2366648.00;64
315.006;2366648.00;65
317.746;2366648.00;66
319.991;2366648.00;67
322.366;2366648.00;68
324.595;2366648.00;69
326.930;2366648.00;70
329.456;2366602.00;71
332.187;2366602.00;72
334.839;2365962.00;73
337.043;2365962.00;74
339.110;2365962.00;75
341.517;2365962.00;76
343.968;2365962.00;77
346.468;2365962.00;78
348.980;2365962.00;79
351.537;2365950.00;80
354.070;2365950.00;81
356.355;2365950.00;82
358.502;2365950.00;83
360.726;2365950.00;84
363.120;2365950.00;85
365.570;2365606.00;86
367.872;2365606.00;87
370.077;2365606.00;88
372.418;2365606.00;89
374.604;2365606.00;90
376.957;2365606.00;91
379.217;2365606.00;92
381.798;2365606.00;93
384.413;2365606.00;94
386.570;2365158.00;95
388.988;2365158.00;96
391.434;2365158.00;97
393.712;2365158.00;98
396.184;2365158.00;99
398.572;2365158.00;100
401.048;2364527.00;101
403.268;2364527.00;102
405.422;2364527.00;103
408.198;2364527.00;104
410.317;2364527.00;105
412.853;2364527.00;106
415.102;2364527.00;107
417.861;2364527.00;108
420.285;2364527.00;109
422.618;2364527.00;110
425.030;2364527.00;111
427.358;2364527.00;112
429.758;2364527.00;113
432.169;2364527.00;114
434.575;2364527.00;115
436.895;2364527.00;116
439.709;2364527.00;117
442.240;2364527.00;118
444.655;2364527.00;119
447.000;2364527.00;120
449.362;2364527.00;121
451.842;2364395.00;122
454.148;2364395.00;123
456.613;2363927.00;124
459.321;2363927.00;125
461.994;2363927.00;126
464.408;2363927.00;127
467.074;2363927.00;128
469.736;2363927.00;129
472.188;2363927.00;130
474.601;2363927.00;131
477.057;2363927.00;132
479.446;2363927.00;133
481.737;2363927.00;134
484.280;2363927.00;135
487.068;2363927.00;136
489.696;2363927.00;137
491.942;2363927.00;138
494.571;2363927.00;139
497.085;2363868.00;140
499.636;2363868.00;141
502.072;2363868.00;142
504.536;2363837.00;143
507.023;2363837.00;144
509.313;2363837.00;145
511.890;2363837.00;146
514.325;2363837.00;147
516.829;2363837.00;148
519.453;2363837.00;149
522.115;2363837.00;150
524.918;2363837.00;151
527.261;2363837.00;152
529.968;2363837.00;153
532.371;2363837.00;154
534.902;2363837.00;155
537.339;2363837.00;156
539.998;2363837.00;157
542.585;2363837.00;158
544.779;2363837.00;159
547.504;2363837.00;160
549.952;2363663.00;161
552.384;2363663.00;162
555.136;2363663.00;163
557.420;2363663.00;164
559.900;2363663.00;165
562.582;2363545.00;166
565.077;2363545.00;167
567.937;2363545.00;168
570.377;2363545.00;169
573.176;2363545.00;170
575.928;2362818.00;171
578.643;2362818.00;172
581.212;2362818.00;173
583.893;2362818.00;174
586.333;2362818.00;175
588.923;2362818.00;176
591.669;2362818.00;177
594.105;2362818.00;178
594.106;2362818.00;179
