elapsed_sec;best_cost;iter
14.943;961173.00;0
16.007;960028.00;11
17.020;960028.00;21
18.022;958292.00;30
19.065;958292.00;37
20.078;958292.00;46
21.116;958292.00;56
22.175;957945.00;66
23.187;957945.00;76
24.214;956962.00;86
25.320;956603.00;96
26.405;956603.00;107
27.513;956603.00;117
28.528;956603.00;126
29.530;956603.00;135
30.596;956603.00;145
31.678;956603.00;155
32.764;955218.00;166
33.765;955218.00;176
34.850;955218.00;186
35.868;955218.00;198
36.917;955218.00;207
37.989;955057.00;218
39.016;954845.00;229
40.028;954845.00;241
41.096;953945.00;252
42.160;953945.00;261
43.259;953945.00;270
44.301;953945.00;282
45.360;953945.00;290
46.368;953945.00;298
47.482;953762.00;307
48.500;953574.00;316
49.505;953405.00;326
50.554;953405.00;337
51.600;953380.00;347
52.677;952715.00;357
53.769;952715.00;365
54.812;952715.00;374
55.889;952715.00;383
56.959;952715.00;393
57.999;952715.00;402
59.019;952715.00;414
60.090;952715.00;425
61.237;952715.00;436
62.250;952715.00;447
63.276;952715.00;457
64.317;952715.00;470
65.329;952310.00;482
66.353;952310.00;493
67.424;952310.00;502
68.489;952310.00;513
69.613;952185.00;525
70.674;951466.00;535
71.674;951466.00;544
72.716;951466.00;554
73.791;951466.00;564
74.841;951466.00;573
75.901;951466.00;584
76.939;951466.00;593
77.998;950991.00;605
79.015;950991.00;615
80.046;950991.00;624
81.161;950991.00;633
82.215;950991.00;643
83.248;950991.00;656
84.372;950991.00;666
85.381;950991.00;678
86.394;950991.00;687
87.439;950991.00;699
88.444;950991.00;711
89.470;950991.00;721
90.508;950991.00;732
91.579;950991.00;743
92.581;950991.00;752
93.598;950991.00;763
94.614;950369.00;774
95.677;950369.00;785
96.784;950369.00;795
97.836;950369.00;807
98.868;950369.00;817
99.915;950369.00;828
100.923;950369.00;838
101.929;950369.00;849
103.043;950369.00;861
104.088;950369.00;873
105.126;950369.00;882
106.157;950369.00;892
107.184;950369.00;901
108.194;950369.00;912
109.238;950369.00;923
110.351;950369.00;935
111.475;950369.00;946
112.504;950369.00;956
113.531;949939.00;968
114.635;949939.00;977
115.638;949939.00;988
116.669;949939.00;998
117.815;949939.00;1008
118.883;949939.00;1018
119.900;949939.00;1028
120.993;949939.00;1039
122.024;949939.00;1050
123.037;949939.00;1060
124.140;949939.00;1072
125.162;949939.00;1081
126.281;949939.00;1092
127.427;949939.00;1103
128.499;949939.00;1116
129.527;949939.00;1125
130.610;949939.00;1135
131.682;949939.00;1146
132.724;949939.00;1156
133.741;949939.00;1164
134.761;949939.00;1175
135.797;949939.00;1185
136.876;949939.00;1195
137.944;949939.00;1208
138.951;949939.00;1219
139.968;949939.00;1228
141.005;949939.00;1237
142.060;949939.00;1248
143.066;949939.00;1258
144.085;949939.00;1269
145.125;949717.00;1280
146.225;949717.00;1291
147.277;949717.00;1304
148.304;949717.00;1314
149.307;949717.00;1325
150.381;949717.00;1336
151.391;949717.00;1346
152.395;949717.00;1358
153.459;949717.00;1368
154.506;949717.00;1378
155.537;949717.00;1387
156.590;949717.00;1397
157.689;949717.00;1407
158.743;949717.00;1418
159.769;949717.00;1429
160.821;949717.00;1439
161.883;949717.00;1449
162.938;949717.00;1460
163.992;949717.00;1471
164.995;949717.00;1482
166.145;949717.00;1494
167.162;949717.00;1505
168.212;949717.00;1515
169.311;949717.00;1526
170.389;949717.00;1538
171.417;949717.00;1549
172.446;949717.00;1559
173.530;949636.00;1569
174.609;949636.00;1578
175.687;949636.00;1589
176.729;949636.00;1600
177.758;949636.00;1610
178.825;949636.00;1622
179.826;949636.00;1632
180.829;949636.00;1641
181.845;949636.00;1649
182.897;949636.00;1658
184.008;949636.00;1668
185.029;949636.00;1678
186.130;949636.00;1689
187.138;949636.00;1700
188.152;949636.00;1710
189.246;949636.00;1721
190.268;949636.00;1732
191.303;949636.00;1744
192.354;949636.00;1755
193.400;949548.00;1766
194.539;949548.00;1776
195.605;949548.00;1789
196.607;949548.00;1799
197.659;949548.00;1810
198.669;949548.00;1821
199.691;949548.00;1832
200.719;949548.00;1841
201.748;949548.00;1852
202.823;949548.00;1862
203.838;949548.00;1872
204.877;949548.00;1885
205.976;949548.00;1896
207.000;949548.00;1906
208.011;949548.00;1916
209.025;949548.00;1926
210.069;949548.00;1937
211.078;949548.00;1946
212.141;949548.00;1956
213.212;949536.00;1966
214.344;949536.00;1978
215.456;949536.00;1990
216.589;949536.00;2002
217.636;949536.00;2015
218.694;949536.00;2025
219.774;949536.00;2035
220.888;949536.00;2046
221.950;949536.00;2056
222.988;949536.00;2066
224.072;949536.00;2076
225.213;949536.00;2088
226.335;949536.00;2098
227.403;949536.00;2109
228.480;949536.00;2120
229.610;949536.00;2132
230.650;949536.00;2142
231.712;949536.00;2152
232.859;949536.00;2162
233.913;948961.00;2173
234.931;948961.00;2182
235.951;948961.00;2191
237.025;948961.00;2202
238.066;948961.00;2214
239.194;948961.00;2225
240.236;948961.00;2234
241.236;948961.00;2244
242.298;948961.00;2258
243.372;948961.00;2268
244.435;948961.00;2277
245.498;948961.00;2288
246.505;948961.00;2298
247.620;948961.00;2309
248.711;948961.00;2317
249.785;948961.00;2328
250.934;948961.00;2339
251.987;948961.00;2350
253.028;948961.00;2360
254.040;948946.00;2370
255.147;948946.00;2380
256.176;948946.00;2390
257.296;948946.00;2401
258.385;948946.00;2411
259.527;948946.00;2420
260.530;948946.00;2431
261.544;948946.00;2441
262.599;948946.00;2452
263.661;948946.00;2464
264.709;948946.00;2476
265.747;948946.00;2488
266.760;948946.00;2499
267.803;948946.00;2510
268.817;948946.00;2520
269.868;948946.00;2530
270.870;948946.00;2541
271.928;948946.00;2551
272.960;948946.00;2560
274.009;948946.00;2572
275.135;948946.00;2584
276.200;948946.00;2595
277.214;948946.00;2604
278.323;948946.00;2616
279.465;948946.00;2626
280.557;948946.00;2636
281.578;948946.00;2646
282.596;948946.00;2655
283.676;948946.00;2666
284.744;948946.00;2678
285.752;948946.00;2688
286.817;948946.00;2698
287.982;948946.00;2710
289.038;948946.00;2721
290.176;948946.00;2734
291.230;948946.00;2746
292.309;948946.00;2757
293.322;948946.00;2768
294.471;948946.00;2780
295.547;948946.00;2792
296.563;948946.00;2803
297.573;948946.00;2813
298.621;948946.00;2822
299.722;948946.00;2832
300.724;948946.00;2843
301.728;948946.00;2853
302.777;948946.00;2863
303.784;948946.00;2871
304.797;948946.00;2882
305.889;948946.00;2893
306.889;948946.00;2904
307.924;948946.00;2914
308.941;948946.00;2925
309.948;948946.00;2936
310.963;948946.00;2947
312.018;948946.00;2958
313.094;948946.00;2970
314.172;948946.00;2981
315.182;948946.00;2991
316.240;948946.00;3004
317.270;948946.00;3016
318.321;948946.00;3026
319.402;948946.00;3038
320.436;948946.00;3049
321.512;948946.00;3060
322.608;948946.00;3072
323.608;948946.00;3084
