elapsed_sec;best_cost;iter
7.999;960870.00;0
9.009;957736.00;21
10.064;956950.00;43
11.084;956363.00;60
12.089;955517.00;82
13.091;955517.00;105
14.100;955208.00;124
15.162;954554.00;144
16.189;954017.00;163
17.202;954017.00;184
18.235;954017.00;205
19.239;954017.00;227
20.261;954017.00;247
21.262;953613.00;268
22.301;953030.00;290
23.329;953030.00;311
24.361;952138.00;335
25.382;952138.00;354
26.417;952138.00;375
27.444;952138.00;393
28.516;952138.00;413
29.539;952138.00;434
30.564;952138.00;455
31.565;951988.00;474
32.597;951988.00;495
33.659;951785.00;518
34.679;951785.00;537
35.695;951785.00;558
36.734;951785.00;579
37.763;951785.00;597
38.795;951785.00;617
39.815;951785.00;637
40.821;951645.00;656
41.829;951604.00;678
42.831;951604.00;697
43.847;951604.00;716
44.864;951604.00;735
45.895;951134.00;756
46.936;951120.00;776
47.941;951120.00;798
48.972;951120.00;820
50.026;951120.00;841
51.042;951120.00;862
52.097;951120.00;885
53.097;951120.00;907
54.130;951120.00;929
55.165;950978.00;952
56.190;950978.00;971
57.224;950978.00;993
58.234;950852.00;1012
59.272;950582.00;1031
60.294;950582.00;1051
61.360;950582.00;1075
62.404;950582.00;1094
63.410;950582.00;1114
64.411;950582.00;1135
65.421;950582.00;1155
66.428;950582.00;1175
67.471;950582.00;1196
68.499;950582.00;1218
69.518;950582.00;1241
70.548;950582.00;1263
71.576;950582.00;1287
72.607;950582.00;1306
73.637;950582.00;1327
74.658;950502.00;1347
75.661;950502.00;1367
76.687;950502.00;1386
77.713;950502.00;1405
78.722;950416.00;1425
79.764;950416.00;1447
80.794;950385.00;1470
81.816;950385.00;1488
82.828;950385.00;1507
83.844;950317.00;1527
84.849;950317.00;1544
85.869;950317.00;1564
86.898;950190.00;1585
87.916;950190.00;1604
88.947;950190.00;1623
89.949;950190.00;1643
90.962;950190.00;1661
91.978;950190.00;1679
93.004;950190.00;1699
94.004;949875.00;1721
95.028;949875.00;1741
96.039;949875.00;1762
97.099;949875.00;1784
98.099;949875.00;1801
99.118;949875.00;1822
100.164;949875.00;1842
101.222;949875.00;1861
102.230;949875.00;1882
103.256;949875.00;1902
104.274;949875.00;1924
105.326;949731.00;1946
106.358;949731.00;1968
107.386;949657.00;1992
108.432;949657.00;2013
109.455;949657.00;2032
110.475;949657.00;2052
111.501;949657.00;2071
112.535;949657.00;2094
113.543;949657.00;2113
114.561;949578.00;2134
115.568;949578.00;2155
116.592;949578.00;2174
117.601;949578.00;2194
118.620;949578.00;2214
119.664;949578.00;2235
120.673;949578.00;2255
121.688;949578.00;2277
122.703;949578.00;2296
123.745;949578.00;2318
124.753;949578.00;2340
125.758;949578.00;2358
126.793;949578.00;2378
127.847;949578.00;2402
128.866;949578.00;2425
129.923;949578.00;2444
130.945;949578.00;2464
131.981;949578.00;2485
133.021;949578.00;2506
134.042;949565.00;2530
135.067;949565.00;2550
136.083;949565.00;2571
137.089;949460.00;2592
138.099;949460.00;2614
139.167;949460.00;2635
140.168;949460.00;2653
141.192;949460.00;2673
142.202;949460.00;2694
143.238;949460.00;2715
144.242;949460.00;2734
145.311;949314.00;2756
146.337;949314.00;2781
147.364;949297.00;2803
148.398;949297.00;2825
149.407;949297.00;2845
150.414;949297.00;2867
151.432;949297.00;2888
152.439;949297.00;2910
153.491;949297.00;2931
154.500;949297.00;2951
155.504;949297.00;2973
156.540;949297.00;2995
157.577;949297.00;3016
158.581;949297.00;3037
159.581;949297.00;3058
160.607;949297.00;3079
161.640;949297.00;3100
162.647;949297.00;3123
163.671;949297.00;3144
164.679;949297.00;3164
165.699;949297.00;3185
166.756;949297.00;3208
167.788;949297.00;3230
168.831;949297.00;3251
169.852;949297.00;3273
170.878;949297.00;3295
171.904;948928.00;3313
172.921;948928.00;3333
173.944;948928.00;3353
