elapsed_sec;best_cost;iter
12.273;962503.00;0
14.156;959212.00;1
15.289;959212.00;2
16.325;959212.00;3
17.382;959142.00;4
19.303;957083.00;6
21.482;956777.00;8
22.567;956777.00;9
24.707;956613.00;11
25.886;956613.00;12
27.987;956587.00;14
29.822;955813.00;16
30.908;954853.00;17
32.175;954853.00;18
33.310;954853.00;19
34.413;954853.00;20
35.632;954853.00;21
36.760;954853.00;22
37.827;954853.00;23
38.999;954853.00;24
41.037;954411.00;26
42.039;954411.00;27
43.140;954411.00;28
44.236;954411.00;29
46.260;954411.00;31
47.324;953274.00;32
49.181;953274.00;34
50.533;953274.00;35
51.543;953274.00;36
52.737;953274.00;37
53.941;953259.00;38
55.047;953259.00;39
56.356;953259.00;40
57.546;953259.00;41
58.822;953259.00;42
60.077;953259.00;43
61.203;953259.00;44
62.466;952943.00;45
64.382;952943.00;47
65.485;952943.00;48
66.614;952943.00;49
67.927;952943.00;50
69.297;952706.00;51
70.493;952706.00;52
71.597;952706.00;53
72.688;952562.00;54
73.782;952508.00;55
74.901;952508.00;56
76.176;952217.00;57
78.066;952217.00;59
79.302;952217.00;60
80.435;952217.00;61
81.562;952217.00;62
82.688;952217.00;63
83.849;952217.00;64
84.937;952217.00;65
86.206;952217.00;66
88.330;952217.00;68
89.757;952217.00;69
90.785;952217.00;70
92.037;952217.00;71
93.362;952217.00;72
94.557;952217.00;73
95.675;952217.00;74
96.869;952178.00;75
98.192;952178.00;76
99.273;951555.00;77
100.654;951555.00;78
101.824;951555.00;79
103.190;951555.00;80
104.356;951555.00;81
106.404;951555.00;83
107.621;951555.00;84
108.744;951555.00;85
110.059;951555.00;86
111.199;951555.00;87
112.366;951555.00;88
113.368;951555.00;89
114.763;951555.00;90
116.569;951555.00;92
118.445;951555.00;94
119.662;951555.00;95
120.884;951555.00;96
122.046;951555.00;97
123.155;950953.00;98
124.309;950953.00;99
126.112;950953.00;100
127.362;950953.00;101
129.068;950953.00;102
130.151;950953.00;103
131.280;950953.00;104
132.693;950953.00;105
133.856;950953.00;106
135.319;950953.00;107
137.423;950953.00;109
138.535;950953.00;110
139.707;950953.00;111
140.765;950953.00;112
141.893;950953.00;113
142.954;950953.00;114
144.079;950953.00;115
145.166;950953.00;116
146.388;950953.00;117
147.474;950953.00;118
148.548;950953.00;119
149.940;950953.00;120
151.741;950953.00;122
152.970;950953.00;123
154.143;950953.00;124
155.164;950953.00;125
156.258;950953.00;126
157.466;950953.00;127
158.725;950953.00;128
159.884;950953.00;129
161.041;950953.00;130
162.058;950953.00;131
163.254;950953.00;132
164.461;950953.00;133
165.517;950953.00;134
166.750;950953.00;135
167.754;950953.00;136
169.247;950953.00;137
170.540;950953.00;138
172.318;950953.00;140
173.462;950953.00;141
174.523;950953.00;142
176.442;950953.00;144
177.544;950953.00;145
178.741;950953.00;146
179.767;950953.00;147
180.776;950953.00;148
181.862;950953.00;149
183.082;950953.00;150
184.110;950953.00;151
185.138;950953.00;152
187.257;950953.00;154
189.283;950953.00;156
190.446;950953.00;157
191.545;950953.00;158
193.493;950953.00;160
194.549;950953.00;161
195.645;950953.00;162
196.792;950953.00;163
198.762;950637.00;165
199.907;950637.00;166
200.982;950637.00;167
202.074;950637.00;168
204.025;950637.00;170
205.210;950637.00;171
206.906;950335.00;173
207.974;950237.00;174
210.104;950237.00;176
211.288;950237.00;177
213.300;950237.00;179
215.370;950212.00;181
217.315;950212.00;183
219.485;950212.00;185
221.377;950212.00;187
223.378;950212.00;189
224.725;950212.00;190
226.583;950212.00;192
227.999;950212.00;193
229.982;950212.00;195
231.215;950212.00;196
232.561;950212.00;197
234.254;950212.00;199
235.461;950212.00;200
236.951;950212.00;201
238.036;950212.00;202
239.896;950212.00;204
241.070;950212.00;205
