elapsed_sec;best_cost;iter
160.475;67927.00;0
166.087;67622.00;0
170.464;67458.00;1
175.652;67458.00;2
180.555;67257.00;3
185.667;67257.00;4
190.864;66816.00;5
195.321;66816.00;6
199.530;66816.00;7
204.048;66816.00;8
208.467;66816.00;9
212.871;66694.00;10
216.732;66694.00;11
220.797;66694.00;12
224.591;66694.00;13
228.766;66694.00;14
233.118;66694.00;15
237.250;66694.00;16
241.052;66670.00;17
245.158;66670.00;18
249.255;66668.00;19
252.786;66407.00;20
256.740;66407.00;21
260.672;66407.00;22
264.414;66250.00;23
268.228;66250.00;24
271.353;66250.00;25
274.324;66250.00;26
277.619;66250.00;27
281.028;66250.00;28
285.095;66250.00;29
288.631;66250.00;30
291.573;66250.00;31
294.595;66170.00;32
298.635;66126.00;33
301.924;66126.00;34
305.202;66126.00;35
308.767;66126.00;36
312.323;66126.00;37
315.653;66126.00;38
319.257;66126.00;39
323.214;66126.00;40
327.311;66126.00;41
330.473;65991.00;42
334.459;65991.00;43
337.672;65967.00;44
340.699;65967.00;45
343.775;65967.00;46
347.101;65967.00;47
350.380;65967.00;48
353.886;65967.00;49
357.052;65967.00;50
360.343;65967.00;51
363.069;65967.00;52
366.504;65928.00;53
369.752;65928.00;54
372.694;65928.00;55
375.817;65928.00;56
379.137;65928.00;57
382.279;65928.00;58
385.889;65928.00;59
388.827;65928.00;60
391.850;65928.00;61
394.857;65928.00;62
398.262;65928.00;63
400.955;65928.00;64
404.397;65928.00;65
407.234;65875.00;66
410.162;65875.00;67
413.277;65875.00;68
416.574;65796.00;69
419.624;65796.00;70
423.194;65796.00;71
426.651;65796.00;72
429.476;65796.00;73
432.785;65796.00;74
435.986;65796.00;75
438.892;65661.00;76
441.905;65661.00;77
445.726;65660.00;78
448.792;65599.00;79
452.003;65599.00;80
455.453;65599.00;81
458.425;65599.00;82
461.600;65437.00;83
464.368;65437.00;84
467.016;65437.00;85
469.749;65437.00;86
472.471;65437.00;87
475.152;65393.00;88
478.772;65393.00;89
482.114;65393.00;90
484.668;65393.00;91
488.196;65393.00;92
491.008;65393.00;93
494.396;65393.00;94
496.934;65393.00;95
499.916;65393.00;96
502.584;65393.00;97
505.245;65393.00;98
507.941;65343.00;99
510.640;65343.00;100
513.482;65311.00;101
516.243;65283.00;102
518.744;65283.00;103
521.682;65283.00;104
524.270;65283.00;105
526.768;65247.00;106
529.750;65247.00;107
532.736;65247.00;108
535.559;65247.00;109
538.591;65247.00;110
540.819;65247.00;111
543.894;65247.00;112
546.747;65247.00;113
549.430;65247.00;114
552.385;65204.00;115
554.593;65204.00;116
557.283;65204.00;117
560.024;65204.00;118
563.247;65204.00;119
566.586;65204.00;120
569.875;65165.00;121
572.891;65165.00;122
575.226;65165.00;123
578.314;65165.00;124
580.793;65165.00;125
583.709;65093.00;126
586.389;65093.00;127
589.325;65093.00;128
592.037;65093.00;129
594.705;65076.00;130
597.657;65076.00;131
600.207;65076.00;132
600.207;65076.00;133
