elapsed_sec;best_cost;iter
101.019;67841.00;0
102.094;67496.00;0
104.156;67496.00;2
106.020;67233.00;4
107.885;67009.00;6
109.797;66964.00;8
111.545;66964.00;10
113.365;66839.00;12
115.042;66839.00;14
116.789;66638.00;16
118.526;66638.00;18
120.130;66638.00;20
121.918;66638.00;22
123.664;66638.00;24
125.280;66638.00;26
126.876;66544.00;28
128.404;66526.00;30
129.965;66526.00;32
131.515;66481.00;34
132.884;66481.00;36
134.444;66269.00;38
135.912;66045.00;40
137.624;66045.00;42
138.657;66045.00;43
140.235;66045.00;45
141.711;66045.00;47
143.345;66045.00;49
144.729;66045.00;51
146.117;66045.00;53
147.434;66045.00;55
148.948;66045.00;57
150.425;66045.00;59
152.026;66045.00;61
153.657;66045.00;63
155.268;66045.00;65
156.642;66045.00;67
158.132;66011.00;69
159.716;66011.00;71
161.066;66011.00;73
162.557;65972.00;75
163.963;65773.00;77
165.442;65769.00;79
166.996;65697.00;81
168.537;65697.00;83
169.943;65697.00;85
171.405;65695.00;87
172.863;65633.00;89
174.465;65633.00;91
176.078;65633.00;93
177.510;65582.00;95
179.113;65582.00;97
180.461;65582.00;99
181.870;65555.00;101
183.222;65555.00;103
184.619;65538.00;105
186.134;65449.00;107
187.531;65449.00;109
188.903;65449.00;111
190.456;65449.00;113
191.796;65449.00;115
193.145;65364.00;117
194.661;65364.00;119
196.110;65364.00;121
197.696;65364.00;123
199.015;65364.00;125
200.355;65364.00;127
201.787;65301.00;129
203.294;65301.00;131
204.590;65301.00;133
205.803;65223.00;135
207.089;65223.00;137
208.668;65223.00;139
210.014;65223.00;141
211.335;65223.00;143
212.673;65223.00;145
213.987;65211.00;147
215.324;65211.00;149
216.796;65211.00;151
218.224;65207.00;153
219.570;65207.00;155
220.952;65195.00;157
222.364;65051.00;159
223.784;65051.00;161
225.209;65051.00;163
226.478;65051.00;165
227.830;65051.00;167
229.121;65051.00;169
230.456;65051.00;171
231.792;65051.00;173
233.214;65049.00;175
234.667;65043.00;177
236.068;65043.00;179
237.498;65043.00;181
238.806;65043.00;183
240.211;65043.00;185
241.660;64950.00;187
242.935;64950.00;189
244.504;64950.00;191
245.924;64950.00;193
247.331;64843.00;195
248.677;64822.00;197
250.027;64822.00;199
251.270;64822.00;201
252.649;64822.00;203
253.889;64822.00;205
255.062;64822.00;207
256.286;64765.00;209
257.622;64765.00;211
258.822;64765.00;213
260.252;64765.00;215
261.520;64765.00;217
262.919;64710.00;219
264.131;64710.00;221
265.642;64710.00;223
267.043;64710.00;225
268.247;64710.00;227
269.498;64710.00;229
270.848;64710.00;231
272.166;64710.00;233
