elapsed_sec;best_cost;iter
158.230;67710.00;0
159.867;67710.00;2
161.428;67710.00;5
162.862;67710.00;8
164.395;67622.00;11
165.400;67415.00;14
166.765;67415.00;18
168.067;67415.00;20
169.296;67223.00;24
170.462;67223.00;26
171.581;67223.00;30
172.641;67223.00;34
174.005;67223.00;37
175.301;67223.00;40
176.727;67223.00;43
178.020;67223.00;46
179.410;67223.00;48
180.453;67223.00;51
181.557;66397.00;54
182.595;66397.00;57
184.025;66397.00;60
185.358;66397.00;63
186.776;66397.00;66
188.198;66397.00;68
189.251;66397.00;71
190.840;66397.00;74
191.993;66397.00;77
193.212;66397.00;80
194.569;66397.00;83
195.622;66397.00;85
197.105;66397.00;89
198.181;66397.00;91
199.836;66397.00;94
201.031;66397.00;97
202.074;66397.00;102
203.314;66397.00;106
204.460;66397.00;109
205.581;66397.00;113
206.797;66397.00;118
207.813;66397.00;121
209.130;66397.00;125
210.471;66397.00;128
211.879;66397.00;131
213.018;66397.00;134
214.530;66397.00;137
215.705;66397.00;140
216.780;66397.00;143
218.055;66397.00;145
219.576;66397.00;148
220.772;66397.00;151
222.326;66397.00;155
223.364;66397.00;157
224.853;66397.00;161
226.023;66397.00;163
227.356;66397.00;165
228.736;66397.00;169
230.405;66397.00;173
231.526;66397.00;175
232.596;66397.00;178
233.738;66397.00;181
235.065;66397.00;185
236.241;66397.00;187
237.679;66397.00;189
238.864;66397.00;191
239.960;66397.00;194
241.273;66397.00;197
242.312;66397.00;200
243.647;66397.00;203
245.079;66397.00;207
246.510;66397.00;211
247.632;66397.00;214
248.902;66397.00;217
249.927;66397.00;220
251.205;66198.00;224
252.558;66198.00;227
253.780;66198.00;230
254.797;66198.00;233
255.979;66198.00;236
257.286;66198.00;240
258.641;66198.00;242
260.142;66198.00;246
261.234;66198.00;250
262.360;66198.00;254
263.411;66198.00;256
264.548;66198.00;260
265.782;66198.00;264
266.888;66198.00;267
268.063;66198.00;272
269.349;66198.00;275
270.417;66198.00;279
271.600;66198.00;282
272.760;66198.00;286
273.944;66198.00;291
275.101;66198.00;294
276.630;66198.00;298
277.719;66198.00;302
