elapsed_sec;best_cost;iter
78.129;2382326.00;0
79.189;2377890.00;2
80.529;2377890.00;6
81.586;2377134.00;9
82.814;2377134.00;12
83.881;2374493.00;15
85.090;2374493.00;18
86.174;2374493.00;21
87.293;2374493.00;24
88.306;2374493.00;27
89.510;2373900.00;30
90.803;2373900.00;34
92.184;2373900.00;37
93.526;2373900.00;40
94.672;2373900.00;43
95.869;2373900.00;46
96.891;2373900.00;49
98.156;2371198.00;52
99.257;2371198.00;55
100.528;2371198.00;58
101.644;2371198.00;61
102.964;2371198.00;64
104.017;2371198.00;67
105.072;2371198.00;70
106.088;2371198.00;73
107.231;2371198.00;76
108.379;2371198.00;79
109.578;2371198.00;83
110.725;2371198.00;86
112.060;2371198.00;89
113.319;2371198.00;92
114.597;2371198.00;96
115.911;2371198.00;100
117.133;2371067.00;104
118.354;2371067.00;107
119.509;2371067.00;110
120.602;2371067.00;113
121.672;2371000.00;116
122.713;2369492.00;119
123.981;2369492.00;122
125.065;2369457.00;125
126.244;2368842.00;129
127.349;2368842.00;132
128.809;2368842.00;136
130.149;2368842.00;140
131.378;2368842.00;143
132.705;2368842.00;147
133.714;2368815.00;150
134.877;2368815.00;153
136.205;2368815.00;157
137.422;2368815.00;160
138.637;2367281.00;163
139.675;2367281.00;166
141.034;2367281.00;169
142.345;2366396.00;172
143.585;2366396.00;175
144.642;2366396.00;178
145.767;2366396.00;181
147.044;2366396.00;184
148.248;2366396.00;187
149.625;2366396.00;190
150.754;2366396.00;192
152.120;2366396.00;195
153.348;2366396.00;199
154.380;2366396.00;202
155.498;2366396.00;205
156.784;2366396.00;209
157.977;2366396.00;212
159.260;2366396.00;215
160.489;2366396.00;218
161.751;2366396.00;221
162.904;2366396.00;224
164.278;2366396.00;228
165.519;2366396.00;232
166.963;2366396.00;235
168.422;2366396.00;239
169.440;2366396.00;242
170.506;2366396.00;245
171.595;2366396.00;248
172.747;2366396.00;251
173.886;2366396.00;254
175.172;2366396.00;257
176.241;2366396.00;260
177.256;2366396.00;263
178.444;2366396.00;266
179.823;2366396.00;269
181.070;2366396.00;272
182.266;2366396.00;275
183.413;2366396.00;278
184.485;2366352.00;281
185.734;2365187.00;284
186.785;2365187.00;287
187.905;2365187.00;290
189.181;2365187.00;294
190.317;2365187.00;297
191.328;2365187.00;300
192.359;2365187.00;303
193.393;2365187.00;306
194.728;2365187.00;309
195.849;2365187.00;312
197.142;2365187.00;315
198.231;2365187.00;318
199.349;2365187.00;321
200.466;2365187.00;324
201.832;2365187.00;328
203.009;2365187.00;331
204.342;2365187.00;335
205.726;2365187.00;338
207.277;2365187.00;342
208.563;2365187.00;346
209.838;2365187.00;350
210.941;2365187.00;352
212.021;2365187.00;355
213.312;2365187.00;358
214.377;2365187.00;361
215.445;2365187.00;364
216.466;2365187.00;366
217.690;2365187.00;369
218.991;2365187.00;372
220.284;2365187.00;375
221.356;2365187.00;378
222.591;2365187.00;381
223.836;2365187.00;384
225.136;2365187.00;387
226.321;2365187.00;390
227.338;2365187.00;392
228.763;2365187.00;395
229.961;2365187.00;398
