elapsed_sec;best_cost;iter
17.069;368782.00;0
18.219;368727.00;1
19.393;368527.00;3
20.690;368527.00;5
21.829;368527.00;7
22.981;368409.00;9
24.319;368409.00;11
25.433;368409.00;13
26.862;368409.00;15
27.972;368343.00;17
29.211;368271.00;19
30.355;368271.00;21
31.386;368271.00;23
32.831;368271.00;25
34.113;368271.00;27
35.290;368271.00;29
36.452;368271.00;31
37.734;368271.00;33
38.978;368271.00;35
40.088;368271.00;37
41.635;368202.00;40
42.776;368202.00;42
44.375;368201.00;45
45.612;368201.00;47
46.779;368201.00;49
48.032;368155.00;51
49.248;368155.00;53
50.529;368155.00;55
51.625;368155.00;57
53.057;368155.00;59
54.373;368032.00;61
55.690;368032.00;63
57.504;368032.00;66
58.523;368032.00;68
59.790;368032.00;70
60.889;367983.00;72
62.128;367983.00;74
63.288;367887.00;76
64.815;367887.00;79
66.059;367886.00;81
67.166;367886.00;83
68.390;367886.00;85
69.823;367886.00;87
70.913;367886.00;89
72.056;367886.00;91
73.107;367886.00;93
74.176;367886.00;95
75.543;367886.00;97
76.894;367886.00;99
78.258;367681.00;101
79.616;367681.00;103
80.725;367681.00;105
81.828;367681.00;107
83.175;367681.00;109
84.464;367681.00;111
85.722;367681.00;113
87.459;367681.00;116
88.558;367681.00;118
89.578;367414.00;120
90.769;367414.00;122
92.018;367414.00;124
93.138;367414.00;126
94.642;367414.00;129
96.298;367414.00;131
97.498;367414.00;133
98.709;367414.00;135
99.771;367414.00;137
101.036;367414.00;139
102.389;366680.00;141
103.931;366680.00;143
105.284;366680.00;145
106.496;366680.00;147
107.686;366680.00;149
109.036;366680.00;151
110.323;366680.00;153
111.736;366680.00;155
113.302;366680.00;157
114.792;366680.00;159
116.037;366629.00;161
117.351;366629.00;163
118.705;366629.00;165
120.085;366629.00;167
121.331;366629.00;169
122.842;366629.00;171
124.344;366629.00;173
125.713;366629.00;175
127.013;366598.00;177
128.596;366598.00;179
129.877;366537.00;181
131.000;366537.00;183
132.337;366537.00;185
133.566;366537.00;187
135.256;366537.00;189
136.935;366537.00;191
138.341;366537.00;193
139.925;366537.00;195
141.121;366537.00;197
142.762;366537.00;199
144.126;366537.00;201
145.627;366537.00;203
147.040;366537.00;205
148.417;366537.00;207
149.914;366537.00;209
151.394;366537.00;211
153.007;366537.00;213
154.305;366537.00;215
155.623;366537.00;217
156.795;366537.00;219
157.855;366509.00;220
159.271;366509.00;222
160.514;366509.00;224
161.901;366411.00;226
163.059;366411.00;228
164.098;366411.00;230
165.259;366411.00;232
166.632;366411.00;234
168.097;366411.00;236
169.186;366411.00;238
170.597;366411.00;240
171.885;366411.00;242
173.064;366411.00;244
174.290;366411.00;246
175.443;366411.00;248
176.774;366411.00;250
178.204;366411.00;252
